Student_Name,Roll_Number,Gender,Age,10th_Percentage,12th_Percentage,UG_CGPA,Backlogs_Count,Attendance_%,Technical_Skill_Score,Primary_Tech,Soft_Skill_Score,Soft_Skill_Strong_Area,Programming_Languages_Known,Projects_Count,Internships_Count,Certifications_Count,Study_Hours_per_Day,Preferred_Domain,Career_Path,Placement_Eligible,Package_LPA
Meera Jha,R20240662,Other,22,91.81,88.13,7.67,0,89.0,63,Python,78,Problem-Solving,3,5,0,1,2.3,AI/ML,ML Engineer,Yes,10.84
Vihaan Patel,R20250663,Female,21,65.08,65.93,8.06,1,84.4,76,Python,83,Project Management,3,4,0,4,3.9,Cloud Computing,Cloud Engineer,Yes,9.58
Navya Yadav,R20230664,Male,19,84.9,94.43,8.22,0,75.3,32,Other,90,Critical Thinking,5,4,2,3,2.7,Web Development,Frontend Developer,Yes,4.56
Aadhya Pathak,R20240665,Male,21,72.97,77.14,5.08,1,85.7,69,JavaScript,65,Problem-Solving,3,3,2,3,2.2,Cloud Computing,Software Developer,Yes,7.69
Sai Jha,R20250666,Male,20,80.63,73.78,6.49,1,83.2,59,Python,84,Critical Thinking,3,6,1,2,3.0,Data Science,Software Developer,Yes,7.13
Ananya Pathak,R20230667,Male,20,80.94,80.27,6.35,0,91.4,51,Python,61,Leadership,5,3,1,0,3.4,AI/ML,Data Analyst,Yes,8.72
Isha Jha,R20240668,Male,21,75.66,70.83,7.52,2,89.8,52,Python,80,Problem-Solving,2,1,1,2,3.7,Data Science,ML Engineer,Yes,9.05
Vihaan Das,R20250669,Male,22,70.16,67.83,7.98,0,82.3,61,C,69,Project Management,4,1,1,4,2.3,Data Science,Data Analyst,Yes,6.86
Aadhya Das,R20230670,Male,21,71.09,68.61,9.2,0,73.0,6,Other,73,Leadership,1,5,0,1,1.7,Data Science,ML Engineer,Yes,6.93
Krishna Roy,R20240671,Male,21,68.84,65.97,6.81,0,75.5,53,Python,72,Problem-Solving,4,1,2,2,1.9,Web Development,Frontend Developer,Yes,5.37
Arjun Thakur,R20250672,Female,23,69.68,62.15,6.8,1,76.5,50,JavaScript,42,Communication,2,1,1,0,2.9,Web Development,Web Developer,Yes,5.01
Aditya Gupta,R20230673,Male,21,77.33,76.56,8.78,2,78.8,73,Python,49,Problem-Solving,3,4,0,2,1.5,Data Science,ML Engineer,Yes,9.22
Aditya Gupta,R20240674,Male,24,70.84,67.48,7.76,0,84.7,51,Java,68,Communication,4,5,1,4,3.9,Web Development,Software Developer,Yes,4.97
Aadhya Patel,R20250675,Male,21,84.82,67.24,8.92,0,89.2,61,C,41,Communication,3,1,0,2,1.5,Web Development,Frontend Developer,Yes,5.58
Diya Kumar,R20230676,Other,18,92.87,100.0,7.75,2,81.5,89,JavaScript,78,Problem-Solving,2,2,1,2,0.9,Web Development,Backend Developer,Yes,6.33
Navya Verma,R20240677,Male,22,72.2,78.73,6.01,1,82.2,80,Java,79,Problem-Solving,3,0,0,1,3.0,Web Development,Web Developer,Yes,5.93
Aarohi Chowdhury,R20250678,Male,21,80.39,78.13,5.8,2,83.4,78,Java,71,Communication,2,2,0,2,2.5,Cloud Computing,Software Developer,No,4.47
Navya Das,R20230679,Female,22,83.0,83.11,5.54,1,76.8,56,C,49,Critical Thinking,7,2,2,3,3.4,AI/ML,Data Analyst,Yes,8.17
Vihaan Jha,R20240680,Female,22,82.72,75.69,8.19,1,72.7,73,Python,87,Leadership,2,2,0,4,2.2,Mobile Development,iOS Developer,Yes,6.99
Diya Jha,R20250681,Female,20,78.76,88.93,8.83,0,64.4,60,C,97,Project Management,2,0,1,6,3.3,AI/ML,Data Scientist,Yes,11.81
Vivaan Nair,R20230682,Male,19,85.43,96.81,9.62,0,75.0,61,Python,68,Problem-Solving,1,5,0,1,4.0,Cloud Computing,SRE,Yes,8.93
Meera Nair,R20240683,Male,20,82.82,83.76,8.41,0,86.7,71,Java,74,Leadership,3,0,0,0,2.1,AI/ML,Data Analyst,Yes,8.87
Diya Patel,R20250684,Female,19,65.62,71.76,8.8,0,75.0,54,Java,69,Leadership,2,3,2,0,3.4,Data Science,ML Engineer,Yes,8.33
Aarohi Sheikh,R20230685,Female,20,86.69,87.74,6.7,1,79.6,88,Java,74,Critical Thinking,4,0,1,1,5.0,AI/ML,Data Scientist,Yes,11.51
Muhammad Kumar,R20240686,Male,21,86.87,78.85,6.01,0,86.7,61,Java,64,Leadership,2,1,0,0,3.7,Data Science,Data Analyst,Yes,7.5
Myra Singh,R20250687,Female,23,70.37,67.9,8.42,1,87.2,74,Python,65,Problem-Solving,6,1,1,3,1.8,AI/ML,Data Scientist,Yes,11.22
Vihaan Roy,R20230688,Male,21,78.38,79.17,7.9,0,71.2,87,Python,80,Leadership,4,1,0,2,3.2,Cloud Computing,Cloud Engineer,Yes,8.59
Navya Roy,R20240689,Female,19,84.83,82.1,7.53,2,92.0,81,C,100,Problem-Solving,4,1,0,1,1.2,Cybersecurity,Security Analyst,Yes,8.1
Vihaan Reddy,R20250690,Male,21,75.91,74.6,7.86,1,93.3,41,JavaScript,45,Problem-Solving,1,0,2,1,1.4,Data Science,Data Analyst,Yes,6.72
Aarohi Singh,R20230691,Male,22,88.73,88.18,7.79,1,70.7,71,Java,64,Communication,4,1,1,1,4.6,Mobile Development,Android Developer,Yes,5.34
Aadhya Chowdhury,R20240692,Male,20,100.0,99.51,8.94,1,73.8,78,Python,48,Critical Thinking,2,2,0,0,3.3,Mobile Development,Mobile QA,Yes,5.1
Meera Khan,R20250693,Male,20,70.14,70.45,8.95,2,93.9,78,C,90,Project Management,6,3,1,1,4.6,Data Science,ML Engineer,Yes,9.6
Navya Sharma,R20230694,Male,21,64.19,57.83,8.05,0,80.5,46,JavaScript,57,Communication,3,5,2,3,3.3,Cloud Computing,DevOps Engineer,Yes,8.3
Meera Reddy,R20240695,Male,19,81.04,76.74,8.41,0,59.8,53,JavaScript,44,Project Management,3,4,1,3,2.1,Web Development,Web Developer,Yes,5.08
Aarav Aggarwal,R20250696,Female,21,85.22,77.51,8.02,1,68.0,80,Java,76,Problem-Solving,4,4,1,1,2.9,Web Development,Web Developer,Yes,6.11
Krishna Nair,R20230697,Male,20,75.69,81.56,6.85,0,79.5,52,Python,92,Communication,8,4,0,4,3.1,Web Development,Web Developer,Yes,5.57
Ananya Roy,R20240698,Female,21,92.53,79.9,8.31,2,70.4,59,Python,76,Leadership,3,1,2,3,5.5,Cybersecurity,Security Analyst,Yes,6.6
Aarav Aggarwal,R20250699,Male,19,64.61,71.53,5.73,2,77.9,89,Other,69,Leadership,3,0,0,0,3.6,Web Development,Backend Developer,Yes,5.43
Arjun Bose,R20230700,Male,20,84.93,93.25,8.66,0,82.3,63,JavaScript,72,Project Management,5,1,0,2,1.9,Web Development,Software Developer,Yes,4.91
Isha Gupta,R20240701,Male,22,71.94,70.13,5.97,1,96.6,52,Python,87,Problem-Solving,5,1,0,3,2.6,Web Development,Software Developer,Yes,5.0
Arjun Sharma,R20250702,Male,20,95.19,79.57,7.74,1,79.1,50,JavaScript,53,Project Management,3,2,0,4,3.4,Data Science,ML Engineer,Yes,8.58
Aditya Sheikh,R20230703,Male,23,97.93,95.76,6.39,0,92.7,69,JavaScript,64,Critical Thinking,2,2,1,2,1.5,Data Science,Data Scientist,Yes,10.24
Muhammad Mishra,R20240704,Male,20,70.33,69.94,8.06,1,96.3,43,Python,59,Leadership,4,4,1,3,2.8,Web Development,Software Developer,Yes,4.98
Aadhya Pathak,R20250705,Male,21,72.5,66.44,7.36,1,96.3,60,Python,48,Communication,4,3,1,0,2.6,Data Science,ML Engineer,Yes,8.24
Ananya Aggarwal,R20230706,Other,22,86.6,83.51,5.49,2,84.8,69,Python,61,Communication,7,2,1,2,3.4,Web Development,Frontend Developer,Yes,5.24
Diya Nair,R20240707,Male,18,74.13,83.31,7.9,0,62.4,85,C,83,Communication,1,3,1,1,2.7,Web Development,Frontend Developer,Yes,4.92
Ananya Bose,R20250708,Female,18,77.55,81.54,6.71,0,86.6,75,JavaScript,74,Leadership,3,3,0,3,1.1,Cloud Computing,SRE,Yes,9.63
Meera Gupta,R20230709,Male,18,78.25,72.7,8.46,0,92.5,53,Python,76,Problem-Solving,2,1,0,1,2.7,Mobile Development,iOS Developer,Yes,6.17
Vivaan Kumar,R20240710,Female,22,58.8,49.21,7.4,1,81.2,83,JavaScript,68,Leadership,3,3,0,4,3.7,Data Science,Data Scientist,Yes,10.37
Reyansh Khan,R20250711,Female,20,77.86,75.9,7.87,1,99.4,59,Other,74,Leadership,6,3,1,1,4.5,Data Science,Data Scientist,Yes,9.55
Vivaan Gupta,R20230712,Female,24,71.1,69.82,6.25,0,90.6,44,C,54,Communication,2,1,1,3,4.0,Mobile Development,Mobile QA,Yes,4.22
Krishna Pathak,R20240713,Male,20,73.07,76.05,6.69,2,87.7,61,Python,61,Leadership,5,3,0,5,0.9,AI/ML,ML Engineer,Yes,9.39
Aadhya Thakur,R20250714,Male,21,92.44,89.23,6.85,0,92.9,87,JavaScript,69,Communication,7,2,2,1,1.2,Cybersecurity,Network Engineer,Yes,7.55
Meera Pathak,R20230715,Male,23,65.43,68.5,8.43,0,85.3,67,JavaScript,70,Problem-Solving,3,5,1,1,1.5,Data Science,Data Analyst,Yes,6.92
Aadhya Reddy,R20240716,Female,24,86.13,97.74,9.41,0,57.1,64,JavaScript,71,Critical Thinking,3,2,1,0,4.6,Web Development,Software Developer,Yes,5.21
Muhammad Sheikh,R20250717,Female,24,75.21,80.1,6.43,2,77.0,90,Python,64,Communication,5,4,1,0,3.4,AI/ML,Data Analyst,Yes,8.44
Vihaan Roy,R20230718,Female,22,75.2,74.91,8.69,1,94.0,41,Python,60,Project Management,2,4,1,0,6.0,AI/ML,ML Engineer,Yes,9.74
Aadhya Patel,R20240719,Male,22,85.9,84.8,4.8,1,73.9,43,Java,100,Critical Thinking,4,4,1,2,4.3,Data Science,Software Developer,No,4.23
Ishaan Bose,R20250720,Female,21,81.4,79.26,5.97,1,79.8,38,Other,80,Problem-Solving,3,3,0,1,2.9,Web Development,Frontend Developer,Yes,5.29
Myra Sheikh,R20230721,Female,22,83.71,90.79,6.25,1,71.6,70,Python,72,Critical Thinking,8,0,0,1,2.3,Cloud Computing,Cloud Engineer,Yes,7.94
Ishaan Verma,R20240722,Male,20,87.68,83.92,5.78,1,99.8,67,Other,63,Communication,2,3,1,1,3.2,Web Development,Web Developer,Yes,5.84
Sai Mishra,R20250723,Male,19,74.69,74.96,5.5,1,98.8,89,Python,59,Problem-Solving,4,4,0,1,3.8,AI/ML,Software Developer,Yes,8.24
Meera Verma,R20230724,Female,20,71.88,72.19,7.9,0,73.2,68,Other,64,Project Management,4,2,0,6,4.3,Data Science,Data Analyst,Yes,7.3
Aarav Yadav,R20240725,Female,20,67.15,64.14,7.14,1,83.5,58,Java,70,Communication,6,1,2,2,2.5,Data Science,Data Analyst,Yes,6.95
Ishaan Yadav,R20250726,Female,20,69.75,61.52,7.86,0,75.2,64,Python,38,Communication,6,2,0,3,5.4,Web Development,Frontend Developer,Yes,5.51
Arjun Reddy,R20230727,Male,22,100.0,100.0,8.23,3,88.1,66,Java,42,Problem-Solving,4,1,0,3,2.7,AI/ML,Data Scientist,Yes,10.68
Ishaan Das,R20240728,Female,22,90.45,90.08,7.72,0,87.1,37,Python,56,Problem-Solving,5,0,0,3,4.2,Web Development,Backend Developer,Yes,4.84
Vihaan Sharma,R20250729,Male,21,64.49,67.49,8.19,0,90.1,100,Python,69,Critical Thinking,3,1,1,4,3.2,Data Science,Data Scientist,Yes,10.94
Myra Jha,R20230730,Male,23,64.78,61.58,7.32,0,85.3,72,C,62,Project Management,5,1,0,1,2.4,Data Science,Software Developer,Yes,6.92
Reyansh Kumar,R20240731,Male,19,82.82,90.14,5.98,2,100.0,67,C,88,Critical Thinking,3,4,2,4,0.4,Mobile Development,Software Developer,Yes,6.77
Isha Chowdhury,R20250732,Female,20,83.47,78.21,8.67,0,71.7,74,Python,44,Critical Thinking,5,5,0,2,1.3,Mobile Development,Mobile QA,Yes,4.89
Sai Sheikh,R20230733,Female,19,83.49,93.76,6.69,0,64.9,75,JavaScript,55,Communication,1,4,1,2,4.2,Cybersecurity,Security Analyst,Yes,7.3
Navya Roy,R20240734,Male,18,75.45,64.96,6.28,0,78.1,62,Java,89,Problem-Solving,4,2,0,3,3.7,Mobile Development,iOS Developer,Yes,6.2
Aditya Mishra,R20250735,Male,20,76.75,79.36,7.19,1,66.3,54,C,68,Communication,4,3,1,0,3.5,Web Development,Frontend Developer,Yes,4.51
Vivaan Jha,R20230736,Female,20,81.28,84.13,6.3,0,67.1,74,JavaScript,79,Project Management,4,1,1,0,4.7,Mobile Development,iOS Developer,Yes,6.0
Aarav Pathak,R20240737,Male,23,78.86,74.09,6.9,0,72.0,70,Java,97,Critical Thinking,2,5,0,4,1.6,Web Development,Web Developer,Yes,5.31
Aditya Das,R20250738,Female,21,55.81,58.36,7.81,0,72.8,51,Other,56,Project Management,5,4,2,2,2.2,Data Science,ML Engineer,Yes,8.6
Aarohi Jha,R20230739,Male,19,75.7,83.38,7.82,0,72.5,87,Java,65,Problem-Solving,1,4,1,6,2.3,Web Development,Software Developer,Yes,6.7
Aarohi Mishra,R20240740,Male,23,69.49,56.19,6.32,1,87.2,69,C,62,Problem-Solving,5,4,0,1,1.2,Mobile Development,Android Developer,Yes,5.92
Aadhya Nair,R20250741,Male,22,79.75,82.77,6.81,4,76.9,76,Python,37,Leadership,3,3,0,0,1.8,AI/ML,Data Scientist,No,6.45
Vihaan Mishra,R20230742,Male,21,100.0,85.04,8.69,0,80.2,86,Java,61,Project Management,7,1,1,3,1.5,AI/ML,Data Scientist,Yes,11.62
Aarav Das,R20240743,Female,20,81.67,75.88,8.0,0,90.9,64,C,79,Communication,3,2,0,2,0.9,Mobile Development,Android Developer,Yes,5.65
Reyansh Khan,R20250744,Male,19,74.86,84.63,9.89,3,74.3,69,C,74,Project Management,5,2,0,5,1.7,AI/ML,ML Engineer,Yes,10.0
Sara Roy,R20230745,Male,20,87.22,83.73,8.82,1,79.4,77,C,75,Critical Thinking,4,1,3,7,2.7,AI/ML,Data Analyst,Yes,8.78
Aditya Jha,R20240746,Female,22,82.83,75.79,8.77,0,85.7,52,Python,60,Problem-Solving,7,0,1,2,4.9,Web Development,Frontend Developer,Yes,4.59
Vihaan Singh,R20250747,Male,23,82.2,81.01,5.73,1,62.6,65,Python,56,Problem-Solving,4,2,0,1,1.6,Cloud Computing,SRE,Yes,8.65
Aadhya Bose,R20230748,Male,23,84.07,96.48,8.32,0,58.2,66,Python,85,Project Management,3,1,0,3,4.1,Mobile Development,Mobile QA,Yes,5.07
Isha Sheikh,R20240749,Female,20,98.57,87.58,7.34,0,85.5,49,C,59,Project Management,3,1,0,3,3.1,Mobile Development,Android Developer,Yes,5.06
Aditya Mishra,R20250750,Female,19,66.69,60.38,6.74,0,86.9,100,Java,70,Project Management,4,3,1,4,3.3,Web Development,Web Developer,Yes,6.24
Ishaan Das,R20230751,Male,21,82.74,91.72,7.6,0,100.0,41,Java,68,Critical Thinking,3,3,0,2,3.0,Web Development,Backend Developer,Yes,5.03
Sai Das,R20240752,Female,18,68.74,79.89,8.53,1,83.6,43,Python,88,Critical Thinking,3,2,1,1,0.6,Data Science,Data Analyst,Yes,7.53
Reyansh Gupta,R20250753,Female,21,83.56,82.94,8.0,1,90.2,85,C,81,Communication,5,2,0,4,1.5,Data Science,Data Analyst,Yes,7.55
Anika Patel,R20230754,Male,20,68.81,61.38,6.35,2,80.0,75,C,47,Project Management,4,2,0,4,3.5,Data Science,ML Engineer,No,5.52
Anika Sheikh,R20240755,Male,20,73.83,86.41,8.29,0,85.0,48,Python,48,Communication,8,2,0,2,2.9,AI/ML,Data Scientist,Yes,10.17
Muhammad Roy,R20250756,Female,18,75.05,84.62,6.63,0,98.7,74,C,75,Leadership,7,4,0,2,0.8,Cloud Computing,SRE,Yes,8.95
Diya Kumar,R20230757,Female,21,87.76,91.83,7.66,0,60.8,87,Python,65,Critical Thinking,5,4,1,5,2.5,Mobile Development,Software Developer,Yes,6.81
Sai Patel,R20240758,Male,20,87.18,82.31,7.04,2,86.1,64,Java,59,Problem-Solving,5,3,1,4,3.5,Web Development,Web Developer,Yes,5.24
Arjun Reddy,R20250759,Female,19,65.54,65.25,7.14,3,100.0,100,Java,81,Leadership,4,2,1,3,1.3,Web Development,Web Developer,Yes,5.86
Muhammad Aggarwal,R20230760,Female,18,78.55,77.59,8.32,1,84.8,36,Python,69,Problem-Solving,4,4,1,1,2.3,Web Development,Frontend Developer,Yes,4.55
Meera Kumar,R20240761,Male,20,70.9,72.89,6.15,1,98.5,75,Python,67,Leadership,6,1,3,5,4.6,Data Science,Software Developer,Yes,7.22
Aditya Aggarwal,R20250762,Male,23,65.41,74.12,9.73,0,75.7,83,Java,78,Communication,2,4,0,2,3.5,Data Science,Data Analyst,Yes,7.83
Myra Pathak,R20230763,Male,23,75.83,81.11,5.21,2,81.7,78,JavaScript,60,Communication,6,1,0,0,4.7,Data Science,ML Engineer,Yes,8.99
Aarohi Bose,R20240764,Female,20,74.92,68.46,6.68,0,82.3,61,JavaScript,90,Critical Thinking,3,0,0,2,2.3,Mobile Development,Android Developer,Yes,6.65
Sara Bose,R20250765,Male,20,100.0,100.0,7.84,0,59.8,59,Java,54,Problem-Solving,9,3,0,3,4.1,Data Science,Data Scientist,Yes,8.43
Meera Das,R20230766,Female,21,82.33,84.21,8.1,1,70.3,71,Python,76,Leadership,6,3,1,4,1.6,AI/ML,Data Analyst,Yes,9.06
Ananya Kumar,R20240767,Female,19,64.22,68.34,7.28,1,71.0,77,Python,88,Project Management,4,1,0,3,3.8,Cybersecurity,Software Developer,Yes,7.27
Sara Gupta,R20250768,Female,21,72.35,81.15,7.33,0,90.2,74,JavaScript,45,Project Management,4,2,0,1,1.9,Cybersecurity,SOC Engineer,Yes,7.17
Myra Pathak,R20230769,Male,22,88.21,81.54,7.89,0,90.7,81,C,61,Critical Thinking,3,2,0,0,3.3,AI/ML,Data Analyst,Yes,8.51
Ishaan Reddy,R20240770,Female,22,98.88,98.67,7.12,0,85.2,48,Other,83,Problem-Solving,3,2,0,1,3.4,Cloud Computing,Cloud Engineer,Yes,8.53
Aarohi Verma,R20250771,Male,20,62.14,58.95,9.07,0,90.2,60,Java,83,Project Management,3,0,1,2,3.6,AI/ML,Data Analyst,Yes,8.31
Diya Sheikh,R20230772,Female,20,59.2,49.79,8.41,0,80.4,49,Java,63,Critical Thinking,7,4,1,1,1.6,Cloud Computing,SRE,Yes,8.48
Aditya Nair,R20240773,Male,19,96.71,98.79,8.45,2,94.0,58,C,55,Critical Thinking,1,3,2,1,3.2,Data Science,Data Scientist,Yes,9.04
Sara Pathak,R20250774,Male,19,81.9,96.97,6.24,0,82.1,80,Java,80,Problem-Solving,2,5,1,2,2.8,Web Development,Web Developer,Yes,5.9
Vivaan Verma,R20230775,Female,20,69.32,58.28,7.3,1,82.6,66,Python,84,Project Management,4,2,0,2,4.3,Cloud Computing,DevOps Engineer,Yes,8.51
Diya Nair,R20240776,Male,21,83.35,83.16,7.04,0,79.3,100,C,49,Project Management,7,4,0,3,2.0,Data Science,Data Scientist,Yes,10.55
Aditya Gupta,R20250777,Male,22,51.64,55.48,6.19,1,88.8,67,Python,48,Project Management,4,2,0,3,1.2,AI/ML,ML Engineer,Yes,9.98
Meera Khan,R20230778,Female,19,78.03,78.77,7.83,1,77.8,65,JavaScript,69,Communication,5,4,1,6,0.8,Cybersecurity,SOC Engineer,Yes,6.78
Anika Mishra,R20240779,Female,23,81.28,80.6,6.75,0,91.8,66,Java,75,Project Management,2,1,0,1,2.5,Data Science,ML Engineer,Yes,9.66
Sara Bose,R20250780,Female,20,87.24,79.44,8.19,1,70.7,54,Python,62,Leadership,5,1,0,0,2.3,AI/ML,Data Analyst,No,5.79
Navya Verma,R20230781,Female,20,67.86,69.26,6.12,0,71.0,63,C,76,Communication,3,3,1,0,2.4,Cloud Computing,DevOps Engineer,Yes,8.59
Sara Bose,R20240782,Male,19,78.86,74.32,9.46,0,88.9,82,JavaScript,55,Communication,6,6,1,2,2.4,Cloud Computing,Cloud Engineer,Yes,8.07
Muhammad Das,R20250783,Male,18,68.75,55.61,6.32,0,81.1,66,JavaScript,34,Communication,4,1,0,3,4.5,Cybersecurity,SOC Engineer,Yes,5.37
Meera Thakur,R20230784,Male,22,80.55,87.72,7.66,3,77.5,51,Java,60,Communication,3,4,0,4,2.6,Cybersecurity,Software Developer,No,4.1
Anika Kumar,R20240785,Male,22,69.05,74.8,8.35,0,90.9,49,Java,67,Critical Thinking,6,1,0,3,4.2,Cloud Computing,Cloud Engineer,Yes,7.5
Vivaan Pathak,R20250786,Female,20,73.92,74.23,6.72,0,75.9,57,Python,62,Leadership,2,4,0,3,3.3,Cybersecurity,Security Analyst,Yes,7.07
Vihaan Das,R20230787,Female,21,68.04,69.41,8.42,0,80.0,65,Java,49,Problem-Solving,4,1,0,3,1.7,Data Science,Data Scientist,Yes,9.04
Aditya Sheikh,R20240788,Male,21,84.51,90.96,5.92,2,96.0,83,Python,39,Project Management,2,3,1,3,2.8,Web Development,Web Developer,Yes,5.12
Reyansh Verma,R20250789,Male,18,86.58,87.93,9.14,0,97.4,43,Other,58,Communication,5,2,3,1,4.7,Data Science,Data Analyst,Yes,6.86
Sai Pathak,R20230790,Female,20,75.65,81.07,7.42,0,97.7,59,Java,79,Problem-Solving,3,1,3,4,4.0,Web Development,Frontend Developer,Yes,5.28
Sara Sheikh,R20240791,Male,22,78.38,76.6,6.68,1,79.2,66,Python,85,Critical Thinking,4,4,0,1,4.2,Web Development,Software Developer,Yes,6.13
Anika Khan,R20250792,Female,19,63.51,71.38,7.04,0,94.3,35,Python,84,Problem-Solving,4,3,1,0,3.4,Mobile Development,Android Developer,Yes,5.9
Reyansh Roy,R20230793,Male,21,75.0,76.92,8.37,0,72.5,51,JavaScript,54,Communication,3,4,0,6,2.2,AI/ML,Software Developer,Yes,9.1
Diya Nair,R20240794,Female,18,77.5,78.66,6.7,1,72.9,53,C,49,Leadership,5,1,0,1,4.8,Cloud Computing,SRE,Yes,7.85
Isha Jha,R20250795,Male,21,100.0,92.38,6.5,2,58.5,51,Python,73,Problem-Solving,2,1,1,4,3.5,AI/ML,Data Scientist,No,6.85
Ananya Khan,R20230796,Female,20,66.88,68.6,7.13,1,98.7,67,Java,76,Communication,4,2,1,3,3.9,Data Science,Data Scientist,Yes,10.6
Vivaan Das,R20240797,Female,18,92.64,87.65,5.99,2,73.4,61,Python,72,Communication,4,1,0,5,2.9,Web Development,Web Developer,Yes,5.7
Aditya Das,R20250798,Female,22,87.97,84.14,9.58,0,80.7,55,JavaScript,36,Project Management,3,1,0,3,1.6,Mobile Development,Android Developer,Yes,5.51
Vihaan Chowdhury,R20230799,Female,19,80.81,75.92,6.72,0,72.9,71,C,53,Project Management,6,1,1,6,3.3,Web Development,Web Developer,Yes,5.52
Isha Nair,R20240800,Female,19,95.59,89.19,8.4,0,89.0,92,JavaScript,66,Leadership,5,2,0,4,4.8,AI/ML,Data Analyst,Yes,8.78
Krishna Khan,R20250801,Female,21,81.72,94.47,7.65,1,78.2,90,C,73,Project Management,3,0,0,3,3.8,Web Development,Software Developer,Yes,5.72
Arjun Das,R20230802,Male,22,81.89,89.88,6.22,1,69.0,33,C,78,Leadership,7,4,0,1,3.5,Data Science,ML Engineer,Yes,7.99
Aditya Bose,R20240803,Female,19,77.47,88.99,7.39,1,86.4,73,JavaScript,68,Critical Thinking,6,4,1,1,1.8,Web Development,Frontend Developer,Yes,5.71
Arjun Roy,R20250804,Female,21,90.24,82.9,8.34,0,67.7,61,Java,71,Critical Thinking,2,4,0,4,4.6,AI/ML,Data Scientist,Yes,9.98
Ishaan Mishra,R20230805,Male,21,88.96,89.39,7.17,0,73.6,66,Python,67,Project Management,3,4,0,2,4.4,Cloud Computing,Software Developer,Yes,7.72
Arjun Khan,R20240806,Female,22,71.74,63.98,8.83,1,60.9,58,Python,76,Critical Thinking,2,1,0,2,0.7,AI/ML,Software Developer,Yes,7.54
Aditya Nair,R20250807,Female,21,64.81,60.64,8.63,0,67.8,66,Java,71,Problem-Solving,3,2,1,3,3.9,AI/ML,Data Scientist,Yes,11.74
Navya Mishra,R20230808,Female,20,75.97,70.46,8.5,0,83.8,66,Java,67,Problem-Solving,5,2,0,2,2.5,Cloud Computing,Cloud Engineer,Yes,8.11
Ananya Kumar,R20240809,Male,19,70.0,77.44,6.85,1,62.4,55,Other,62,Problem-Solving,4,2,0,1,3.2,Cybersecurity,Security Analyst,Yes,6.93
Anika Gupta,R20250810,Male,21,77.36,74.98,6.1,1,67.2,50,Other,67,Critical Thinking,4,5,1,2,1.8,Cloud Computing,Cloud Engineer,Yes,8.04
Aadhya Sheikh,R20230811,Other,19,90.37,96.78,6.66,2,82.0,57,Java,73,Problem-Solving,7,1,0,3,2.9,Data Science,Data Analyst,Yes,7.63
Diya Sharma,R20240812,Female,18,73.43,77.05,7.64,0,76.6,68,Python,70,Leadership,2,0,1,3,1.5,Cloud Computing,Cloud Engineer,Yes,9.1
Diya Nair,R20250813,Male,21,77.57,91.39,8.05,0,100.0,74,Python,72,Communication,3,3,0,2,1.8,AI/ML,Software Developer,Yes,8.98
Reyansh Yadav,R20230814,Female,22,78.58,69.7,4.79,1,100.0,78,Java,86,Project Management,8,2,0,1,3.4,Web Development,Software Developer,Yes,6.09
Ananya Thakur,R20240815,Female,18,86.48,94.04,7.39,0,73.3,56,C,70,Leadership,1,3,0,2,1.9,Web Development,Frontend Developer,Yes,4.98
Muhammad Singh,R20250816,Male,19,55.53,62.41,7.59,1,87.6,69,Python,56,Problem-Solving,3,3,2,3,3.3,Web Development,Backend Developer,Yes,5.99
Arjun Kumar,R20230817,Female,21,71.93,66.09,7.07,1,89.5,79,C,79,Communication,3,1,1,3,2.9,Data Science,ML Engineer,Yes,10.08
Aditya Nair,R20240818,Male,24,80.11,86.15,8.95,1,76.0,83,C,46,Project Management,7,4,2,3,5.7,Cloud Computing,Cloud Engineer,Yes,8.32
Vihaan Sheikh,R20250819,Male,21,90.0,92.02,7.91,0,67.0,63,Python,50,Leadership,3,4,0,4,2.0,Cybersecurity,Software Developer,Yes,6.82
Navya Sheikh,R20230820,Male,19,73.08,71.72,8.97,0,81.9,60,Python,71,Project Management,4,3,0,2,2.4,Mobile Development,Android Developer,Yes,5.72
Vivaan Das,R20240821,Female,20,59.23,54.29,7.14,0,80.3,67,JavaScript,74,Critical Thinking,5,0,1,3,1.9,AI/ML,Data Scientist,Yes,11.63
Meera Kumar,R20250822,Male,23,84.2,79.89,8.52,0,77.6,46,Python,47,Problem-Solving,4,2,0,0,4.5,Cybersecurity,Security Analyst,Yes,6.5
Meera Mishra,R20230823,Male,20,71.65,83.95,9.36,2,86.4,61,Python,60,Leadership,4,0,0,2,2.9,Web Development,Software Developer,Yes,4.76
Arjun Aggarwal,R20240824,Male,19,66.1,66.1,8.97,0,74.5,76,C,57,Leadership,3,4,0,2,2.6,AI/ML,Data Scientist,Yes,11.36
Reyansh Khan,R20250825,Male,20,71.76,76.45,6.09,0,70.5,74,Java,59,Communication,1,5,1,3,3.7,Cybersecurity,SOC Engineer,Yes,6.77
Reyansh Pathak,R20230826,Female,19,76.15,71.4,7.1,0,83.1,60,Python,80,Communication,3,2,0,1,1.8,Cloud Computing,Cloud Engineer,Yes,8.34
Vivaan Jha,R20240827,Male,21,71.95,67.27,6.99,0,85.9,67,Java,77,Communication,7,3,0,1,1.2,AI/ML,ML Engineer,Yes,10.22
Diya Singh,R20250828,Male,23,55.94,62.43,7.99,3,70.2,51,Other,66,Project Management,5,1,2,1,3.1,AI/ML,ML Engineer,Yes,10.37
